Well_ID,Date,"Cumulative Gas Production, ft3","Cumulative Oil Production, BBL","Cumulative Water Production, BBL"
1,2024-Oct-01 00:00:00,74247077888,58462268,3067479.75
1,2024-Nov-01 00:00:00,74991575040,59048488,3116098.5
1,2024-Dec-01 00:00:00,75708997632,59613384,3163557.5
1,2025-Jan-01 00:00:00,76447277056,60194704,3213019
1,2025-Feb-01 00:00:00,77182910464,60773944,3262820.75
1,2025-Mar-01 00:00:00,77845250048,61295468,3308081
1,2025-Apr-01 00:00:00,78576222208,61871044,3358527.5
1,2025-May-01 00:00:00,79281381376,62426284,3407700
1,2025-Jun-01 00:00:00,80007774208,62998240,3458903
1,2025-Jul-01 00:00:00,80708698112,63550156,3508859.5
1,2025-Aug-01 00:00:00,81431027712,64118912,3560944
1,2025-Sep-01 00:00:00,82151481344,64686204,3613533.5
1,2025-Oct-01 00:00:00,82847006720,65233860,3664939
1,2025-Nov-01 00:00:00,83563954176,65798384,3718597.75
2,2019-Jan-01 00:00:00,0,0,0
2,2019-Feb-01 00:00:00,2730311424,2149851.5,68388.35938
2,2019-Mar-01 00:00:00,5044506624,3972052.5,129963.9531
2,2019-Apr-01 00:00:00,7550599168,5945353.5,199396.5469
2,2019-May-01 00:00:00,9934120960,7822143,267747.8438
2,2019-Jun-01 00:00:00,12347577344,9722502,338927.625
2,2019-Jul-01 00:00:00,14635761664,11524221,407860.3438
2,2019-Aug-01 00:00:00,16952608768,13348510,478890.9375
2,2019-Sep-01 00:00:00,19225329664,15138055,549561.25
2,2019-Oct-01 00:00:00,21372837888,16829006,617350.625
2,2019-Nov-01 00:00:00,23511410688,18512922,686106.0625
2,2019-Dec-01 00:00:00,25507684352,20084790,751398.8125
2,2020-Jan-01 00:00:00,27502553088,21655554,818002.125
2,2020-Feb-01 00:00:00,29431435264,23174360,883852
2,2020-Mar-01 00:00:00,31168630784,24542228,944406.75
2,2020-Apr-01 00:00:00,32955996160,25949604,1007913.5
2,2020-May-01 00:00:00,34621411328,27260954,1067986.625
2,2020-Jun-01 00:00:00,36281921536,28568444,1128584.125
2,2020-Jul-01 00:00:00,37835309056,29791580,1185984.625
2,2020-Aug-01 00:00:00,39390380032,31016046,1244227.875
2,2020-Sep-01 00:00:00,40898965504,32203914,1301618.125
2,2020-Oct-01 00:00:00,42318761984,33321864,1356450.875
2,2020-Nov-01 00:00:00,43748843520,34447908,1412447.125
2,2020-Dec-01 00:00:00,45099786240,35511644,1466031.75
2,2021-Jan-01 00:00:00,46464446464,36586176,1520960
2,2021-Feb-01 00:00:00,47799996416,37637792,1575634.125
2,2021-Mar-01 00:00:00,48983683072,38569828,1624829.25
2,2021-Apr-01 00:00:00,50270605312,39583156,1679100
2,2021-May-01 00:00:00,51494719488,40547024,1731448.75
2,2021-Jun-01 00:00:00,52739629056,41527268,1785267.125
2,2021-Jul-01 00:00:00,53926764544,42462024,1837085.375
2,2021-Aug-01 00:00:00,55136485376,43414556,1890441.75
2,2021-Sep-01 00:00:00,56330199040,44354484,1943681.25
2,2021-Oct-01 00:00:00,57471184896,45252900,1995165.375
2,2021-Nov-01 00:00:00,58636410880,46170400,2048401.75
2,2021-Dec-01 00:00:00,59751501824,47048424,2100028.75
2,2022-Jan-01 00:00:00,60891631616,47946168,2153522
2,2022-Feb-01 00:00:00,62020210688,48834808,2207196.75
2,2022-Mar-01 00:00:00,63030149120,49630040,2255869.25
2,2022-Apr-01 00:00:00,64138518528,50502772,2309994.75
2,2022-May-01 00:00:00,65201836032,51340028,2362635.75
2,2022-Jun-01 00:00:00,66291474432,52198008,2417344.5
2,2022-Jul-01 00:00:00,67337457664,53021616,2470652
2,2022-Aug-01 00:00:00,68409323520,53865612,2526411
2,2022-Sep-01 00:00:00,69472632832,54702856,2582801
2,2022-Oct-01 00:00:00,70494060544,55507128,2637901.75
2,2022-Nov-01 00:00:00,71542128640,56332388,2695402.25
2,2022-Dec-01 00:00:00,72549277696,57125420,2751681.5
2,2023-Jan-01 00:00:00,73582821376,57939232,2810463.25
2,2023-Feb-01 00:00:00,74602323968,58741980,2869673.75
2,2023-Mar-01 00:00:00,75511103488,59457568,2923414
2,2023-Apr-01 00:00:00,76505677824,60240700,2983196.5
2,2023-May-01 00:00:00,77458530304,60990968,3041334.5
2,2023-Jun-01 00:00:00,78435000320,61759840,3101593
2,2023-Jul-01 00:00:00,79373352960,62498700,3160057
2,2023-Aug-01 00:00:00,80336691200,63257236,3220750
2,2023-Sep-01 00:00:00,81294057472,64011064,3281845.5
2,2023-Oct-01 00:00:00,82215141376,64736332,3341464.25
2,2023-Nov-01 00:00:00,83161587712,65481564,3403698.5
2,2023-Dec-01 00:00:00,84072497152,66198816,3464635.25
2,2024-Jan-01 00:00:00,85008719872,66936004,3528418.25
2,2024-Feb-01 00:00:00,85940035584,67669312,3593074.25
2,2024-Mar-01 00:00:00,86807134208,68352072,3654374.25
2,2024-Apr-01 00:00:00,87729905664,69078664,3720772
2,2024-May-01 00:00:00,88618983424,69778720,3785892.75
2,2024-Jun-01 00:00:00,89533775872,70499032,3854137.5
2,2024-Jul-01 00:00:00,90415349760,71193184,3921147.5
2,2024-Aug-01 00:00:00,91322548224,71907520,3991434.5
2,2024-Sep-01 00:00:00,92226084864,72618968,4062795.5
2,2024-Oct-01 00:00:00,93096640512,73304440,4133011
2,2024-Nov-01 00:00:00,93991952384,74009408,4206813.5
2,2024-Dec-01 00:00:00,94854832128,74688840,4279225.5
2,2025-Jan-01 00:00:00,95743025152,75388208,4354988
2,2025-Feb-01 00:00:00,96627884032,76084952,4431660.5
2,2025-Mar-01 00:00:00,97424334848,76712080,4501677.5
2,2025-Apr-01 00:00:00,98303025152,77403952,4580073.5
2,2025-May-01 00:00:00,99150266368,78071080,4656864
2,2025-Jun-01 00:00:00,1.00023E+11,78757944,4737217
2,2025-Jul-01 00:00:00,1.00864E+11,79420160,4816003
2,2025-Aug-01 00:00:00,1.0173E+11,80102320,4898378.5
2,2025-Sep-01 00:00:00,1.02594E+11,80782832,4981639
2,2025-Oct-01 00:00:00,1.03429E+11,81439768,5063178
2,2025-Nov-01 00:00:00,1.04289E+11,82116952,5148478.5
3,2019-Jan-01 00:00:00,0,0,0
3,2019-Feb-01 00:00:00,3472541184,2734284.25,86292.67969
3,2019-Mar-01 00:00:00,6435103744,5067011,160733.7344
3,2019-Apr-01 00:00:00,9636553728,7587838,246967.7344
3,2019-May-01 00:00:00,12673272832,9978955,334528.0625
3,2019-Jun-01 00:00:00,15751424000,12402696,426412.25
3,2019-Jul-01 00:00:00,18673590272,14703615,515976.0938
3,2019-Aug-01 00:00:00,21635930112,17036168,608853.5
3,2019-Sep-01 00:00:00,24544114688,19326074,701951.5
3,2019-Oct-01 00:00:00,27288156160,21486736,791519.625
3,2019-Nov-01 00:00:00,30010402816,23630238,881967.8125
3,2019-Dec-01 00:00:00,32547170304,25627694,967340.875
3,2020-Jan-01 00:00:00,35070169088,27614306,1053114.75
3,2020-Feb-01 00:00:00,37326409728,29390874,1130276.375
3,2020-Mar-01 00:00:00,39306223616,30949782,1197772.375
3,2020-Apr-01 00:00:00,41329897472,32543228,1266884.125
3,2020-May-01 00:00:00,43208380416,34022348,1331232.5
3,2020-Jun-01 00:00:00,45074333696,35491600,1395409
3,2020-Jul-01 00:00:00,46812438528,36860192,1455574.5
3,2020-Aug-01 00:00:00,48543780864,38223452,1516039.375
3,2020-Sep-01 00:00:00,50212790272,39537632,1575563.5
3,2020-Oct-01 00:00:00,51772911616,40766068,1632413.25
3,2020-Nov-01 00:00:00,53333274624,41994704,1690347.625
3,2020-Dec-01 00:00:00,54797066240,43147296,1745685.875
3,2021-Jan-01 00:00:00,56265682944,44303688,1802164.125
3,2021-Feb-01 00:00:00,57693310976,45427804,1857955.75
3,2021-Mar-01 00:00:00,58950549504,46417752,1907794.625
3,2021-Apr-01 00:00:00,60308627456,47487108,1962350.375
3,2021-May-01 00:00:00,61593014272,48498440,2014331.875
3,2021-Jun-01 00:00:00,62891773952,49521084,2067126.625
3,2021-Jul-01 00:00:00,64123162624,50490676,2117448
3,2021-Aug-01 00:00:00,65370730496,51473016,2168828.75
3,2021-Sep-01 00:00:00,66594557952,52436660,2219748.25
3,2021-Oct-01 00:00:00,67757608960,53352448,2268731.5
3,2021-Nov-01 00:00:00,68938678272,54282424,2319171
3,2021-Dec-01 00:00:00,70062800896,55167560,2367910.25
3,2022-Jan-01 00:00:00,71206182912,56067860,2418251
3,2022-Feb-01 00:00:00,72332394496,56954640,2468616.25
3,2022-Mar-01 00:00:00,73335750656,57744688,2514183
3,2022-Apr-01 00:00:00,74431717376,58607652,2564947.75
3,2022-May-01 00:00:00,75477966848,59431468,2614487.75
3,2022-Jun-01 00:00:00,76545589248,60272116,2665946.25
3,2022-Jul-01 00:00:00,77566746624,61076172,2715896.5
3,2022-Aug-01 00:00:00,78610505728,61898036,2767602.75
3,2022-Sep-01 00:00:00,79643435008,62711364,2819395
3,2022-Oct-01 00:00:00,80633233408,63490732,2869642
3,2022-Nov-01 00:00:00,81646436352,64288532,2921743
3,2022-Dec-01 00:00:00,82618064896,65053600,2972382
3,2023-Jan-01 00:00:00,83613261824,65837208,3024889.5
3,2023-Feb-01 00:00:00,84591681536,66607632,3077053.25
3,2023-Mar-01 00:00:00,85461204992,67292288,3123742
3,2023-Apr-01 00:00:00,86409297920,68038824,3175055.5
3,2023-May-01 00:00:00,87314096128,68751256,3224459.75
3,2023-Jun-01 00:00:00,88237187072,69478104,3275353
3,2023-Jul-01 00:00:00,89120235520,70173416,3324513.25
3,2023-Aug-01 00:00:00,90023075840,70884312,3375259
3,2023-Sep-01 00:00:00,90917011456,71588200,3425992.5
3,2023-Oct-01 00:00:00,91774361600,72263280,3475140.5
3,2023-Nov-01 00:00:00,92652863488,72955008,3526037.25
3,2023-Dec-01 00:00:00,93496393728,73619208,3575449.25
3,2024-Jan-01 00:00:00,94361731072,74300576,3626709.75
3,2024-Feb-01 00:00:00,95221121024,74977256,3678222
3,2024-Mar-01 00:00:00,96020062208,75606344,3726682.75
3,2024-Apr-01 00:00:00,96869171200,76274936,3778799
3,2024-May-01 00:00:00,97686347776,76918384,3829560.75
3,2024-Jun-01 00:00:00,98526593024,77579992,3882404.25
3,2024-Jul-01 00:00:00,99335528448,78216952,3934020
3,2024-Aug-01 00:00:00,1.00167E+11,78872024,3987762
3,2024-Sep-01 00:00:00,1.00996E+11,79524136,4041874.75
3,2024-Oct-01 00:00:00,1.01794E+11,80152480,4094618.25
3,2024-Nov-01 00:00:00,1.02615E+11,80799072,4149520.25
3,2024-Dec-01 00:00:00,1.03406E+11,81422352,4203017.5
3,2025-Jan-01 00:00:00,1.04221E+11,82064048,4258663.5
3,2025-Feb-01 00:00:00,1.05033E+11,82703472,4314683.5
3,2025-Mar-01 00:00:00,1.05765E+11,83279144,4365623
3,2025-Apr-01 00:00:00,1.06571E+11,83914448,4422408
3,2025-May-01 00:00:00,1.0735E+11,84527312,4477743
3,2025-Jun-01 00:00:00,1.08152E+11,85158680,4535314
3,2025-Jul-01 00:00:00,1.08925E+11,85768064,4591340
3,2025-Aug-01 00:00:00,1.09723E+11,86396408,4649471
3,2025-Sep-01 00:00:00,1.1052E+11,87023392,4707881
3,2025-Oct-01 00:00:00,1.11289E+11,87628888,4764715.5
3,2025-Nov-01 00:00:00,1.12082E+11,88253240,4823812.5
4,2019-Jan-01 00:00:00,0,0,0
4,2019-Feb-01 00:00:00,1810742912,1425781.75,41624.38672
4,2019-Mar-01 00:00:00,3344391680,2633379.5,80061.21875
4,2019-Apr-01 00:00:00,4998839296,3936093.75,125536.4375
4,2019-May-01 00:00:00,6571117056,5174108,171158.4531
4,2019-Jun-01 00:00:00,8166088704,6429991,219620.8594
4,2019-Jul-01 00:00:00,9682842624,7624285.5,267511.7188
4,2019-Aug-01 00:00:00,11224049664,8837835,317690.8125
4,2019-Sep-01 00:00:00,12741209088,10032448,368284.375
4,2019-Oct-01 00:00:00,14188064768,11171705,417481.2188
4,2019-Nov-01 00:00:00,15659844608,12330586,468473.875
4,2019-Dec-01 00:00:00,17062812672,13435286,517857.0938
4,2020-Jan-01 00:00:00,18491267072,14560054,568848.25
4,2020-Feb-01 00:00:00,19892893696,15663695,619648.5625
4,2020-Mar-01 00:00:00,21166620672,16666629,666697.0625
4,2020-Apr-01 00:00:00,22486654976,17706026,716373.4375
4,2020-May-01 00:00:00,23725246464,18681296,763838.25
4,2020-Jun-01 00:00:00,24968222720,19660018,812313.3125
4,2020-Jul-01 00:00:00,26138597376,20581572,858674.125
4,2020-Aug-01 00:00:00,27317176320,21509588,906128.9375
4,2020-Sep-01 00:00:00,28466821120,22414820,953194.125
4,2020-Oct-01 00:00:00,29553747968,23270668,998430.625
4,2020-Nov-01 00:00:00,30652485632,24135816,1044916.188
4,2020-Dec-01 00:00:00,31693621248,24955608,1089601.5
4,2021-Jan-01 00:00:00,32748154880,25785948,1135475.5
4,2021-Feb-01 00:00:00,33782446080,26600350,1181144.75
4,2021-Mar-01 00:00:00,34700464128,27323202,1222274.875
4,2021-Apr-01 00:00:00,35699478528,28109826,1267734.75
4,2021-May-01 00:00:00,36650217472,28858440,1311696.375
4,2021-Jun-01 00:00:00,37616914432,29619618,1357134.125
4,2021-Jul-01 00:00:00,38538092544,30344954,1401169.625
4,2021-Aug-01 00:00:00,39475879936,31083370,1446795.875
4,2021-Sep-01 00:00:00,40400158720,31811150,1492595.375
4,2021-Oct-01 00:00:00,41282478080,32505886,1537114.75
4,2021-Nov-01 00:00:00,42181926912,33214120,1583548.5
4,2021-Dec-01 00:00:00,43041243136,33890744,1628881.75
4,2022-Jan-01 00:00:00,43918577664,34581560,1676044.125
4,2022-Feb-01 00:00:00,44785713152,35264344,1723533
4,2022-Mar-01 00:00:00,45560639488,35874520,1766710.25
4,2022-Apr-01 00:00:00,46410035200,36543332,1814811.875
4,2022-May-01 00:00:00,47223959552,37184220,1861647.375
4,2022-Jun-01 00:00:00,48057090048,37840228,1910363.75
4,2022-Jul-01 00:00:00,48856002560,38469292,1957844.25
4,2022-Aug-01 00:00:00,49674305536,39113628,2007281.875
4,2022-Sep-01 00:00:00,50485624832,39752464,2057120.75
4,2022-Oct-01 00:00:00,51265150976,40366260,2105559.75
4,2022-Nov-01 00:00:00,52065165312,40996192,2155902.25
4,2022-Dec-01 00:00:00,52834082816,41601640,2205005
4,2023-Jan-01 00:00:00,53623586816,42223300,2256216.25
4,2023-Feb-01 00:00:00,54406512640,42839772,2308008.5
4,2023-Mar-01 00:00:00,55107309568,43391580,2355244.25
4,2023-Apr-01 00:00:00,55875469312,43996436,2408089.5
4,2023-May-01 00:00:00,56611581952,44576052,2459786.5
4,2023-Jun-01 00:00:00,57365131264,45169392,2513783.75
4,2023-Jul-01 00:00:00,58087952384,45738544,2566585.75
4,2023-Aug-01 00:00:00,58828595200,46321728,2621708.25
4,2023-Sep-01 00:00:00,59563270144,46900212,2677396
4,2023-Oct-01 00:00:00,60268920832,47455840,2731850
4,2023-Nov-01 00:00:00,60992966656,48025960,2788680.5
4,2023-Dec-01 00:00:00,61688995840,48574008,2844202
4,2024-Jan-01 00:00:00,62402928640,49136168,2902310.75
4,2024-Feb-01 00:00:00,63111655424,49694216,2961180
4,2024-Mar-01 00:00:00,63770206208,50212764,3016908.25
4,2024-Apr-01 00:00:00,64469667840,50763516,3077172.5
4,2024-May-01 00:00:00,65142263808,51293120,3136192.25
4,2024-Jun-01 00:00:00,65832960000,51836976,3197941.5
4,2024-Jul-01 00:00:00,66497441792,52360192,3258445.5
4,2024-Aug-01 00:00:00,67180101632,52897720,3321785.75
4,2024-Sep-01 00:00:00,67858825216,53432148,3386001.25
4,2024-Oct-01 00:00:00,68512784384,53947068,3448801.75
4,2024-Nov-01 00:00:00,69185986560,54477160,3514365.75
4,2024-Dec-01 00:00:00,69835096064,54988264,3578519.75
4,2025-Jan-01 00:00:00,70503399424,55514492,3645599.5
4,2025-Feb-01 00:00:00,71169351680,56038864,3713488.75
4,2025-Mar-01 00:00:00,71768932352,56510968,3775519.75
4,2025-Apr-01 00:00:00,72430690304,57032040,3845024.75
4,2025-May-01 00:00:00,73069117440,57534744,3913105.75
4,2025-Jun-01 00:00:00,73726844928,58052636,3984311.5
4,2025-Jul-01 00:00:00,74361495552,58552356,4054035.75
4,2025-Aug-01 00:00:00,75015454720,59067288,4126914.5
4,2025-Sep-01 00:00:00,75667652608,59580836,4200639
4,2025-Oct-01 00:00:00,76297207808,60076536,4272802
4,2025-Nov-01 00:00:00,76946096128,60587476,4348227
5,2019-Jan-01 00:00:00,0,0,0
5,2019-Feb-01 00:00:00,2309511936,1818513.25,53754.67578
5,2019-Mar-01 00:00:00,4270477312,3362580.5,100313.4531
5,2019-Apr-01 00:00:00,6391135744,5032390.5,151888.0938
5,2019-May-01 00:00:00,8404525568,6617736,202553.7188
5,2019-Jun-01 00:00:00,10447750144,8226575.5,256789.375
5,2019-Jul-01 00:00:00,12394832896,9759711,311412.875
5,2019-Aug-01 00:00:00,14377124864,11320571,369969.2813
5,2019-Sep-01 00:00:00,16334673920,12861948,429381.4688
5,2019-Oct-01 00:00:00,18203523072,14333484,487615.3438
5,2019-Nov-01 00:00:00,20098205696,15825359,548018.5625
5,2019-Dec-01 00:00:00,21896335360,17241208,606223.875
5,2020-Jan-01 00:00:00,23719630848,18676874,665944.75
5,2020-Feb-01 00:00:00,25504362496,20082176,725054.375
5,2020-Mar-01 00:00:00,27129143296,21361528,779450
5,2020-Apr-01 00:00:00,28819148800,22692242,836505.125
5,2020-May-01 00:00:00,30410774528,23945492,890645.8125
5,2020-Jun-01 00:00:00,32013164544,25207216,945576.1875
5,2020-Jul-01 00:00:00,33525655552,26398154,997838.125
5,2020-Aug-01 00:00:00,35052093440,27600076,1050968.25
5,2020-Sep-01 00:00:00,36544253952,28775002,1103182.125
5,2020-Oct-01 00:00:00,37957758976,29887992,1152876.125
5,2020-Nov-01 00:00:00,39388827648,31014826,1203491.25
5,2020-Dec-01 00:00:00,40746188800,32083612,1251853.625
5,2021-Jan-01 00:00:00,42121850880,33166810,1301228.125
5,2021-Feb-01 00:00:00,43471794176,34229760,1350037.75
5,2021-Mar-01 00:00:00,44670369792,35173520,1393693.875
5,2021-Apr-01 00:00:00,45974986752,36200776,1441566.625
5,2021-May-01 00:00:00,47216656384,37178472,1487474.625
5,2021-Jun-01 00:00:00,48479109120,38172528,1534499.5
5,2021-Jul-01 00:00:00,49682210816,39119852,1579577.625
5,2021-Aug-01 00:00:00,50907164672,40084380,1625705
5,2021-Sep-01 00:00:00,52114526208,41035060,1671431.625
5,2021-Oct-01 00:00:00,53266669568,41942260,1715482.25
5,2021-Nov-01 00:00:00,54440779776,42866760,1760952.875
5,2021-Dec-01 00:00:00,55561752576,43749412,1804960.75
5,2022-Jan-01 00:00:00,56705245184,44649800,1850399.625
5,2022-Feb-01 00:00:00,57834872832,45539272,1895706.25
5,2022-Mar-01 00:00:00,58843885568,46333768,1936518
5,2022-Apr-01 00:00:00,59949080576,47204000,1981638.875
5,2022-May-01 00:00:00,61007085568,48037072,2025296.875
5,2022-Jun-01 00:00:00,62089035776,48889004,2070400.75
5,2022-Jul-01 00:00:00,63125753856,49705320,2114014.5
5,2022-Aug-01 00:00:00,64186920960,50540880,2159077.5
5,2022-Sep-01 00:00:00,65238085632,51368572,2204228
5,2022-Oct-01 00:00:00,66245971968,52162180,2248106.25
5,2022-Nov-01 00:00:00,67278184448,52974948,2293679
5,2022-Dec-01 00:00:00,68268478464,53754708,2338007.25
5,2023-Jan-01 00:00:00,69283954688,54554288,2384024
5,2023-Feb-01 00:00:00,70291005440,55347248,2430252
5,2023-Mar-01 00:00:00,71194460160,56058628,2472089.5
5,2023-Apr-01 00:00:00,72187707392,56840720,2518524.75
5,2023-May-01 00:00:00,73141993472,57592120,2563607.25
5,2023-Jun-01 00:00:00,74120929280,58362940,2610352
5,2023-Jul-01 00:00:00,75061616640,59103636,2655738.25
5,2023-Aug-01 00:00:00,76026953728,59863736,2702789.25
5,2023-Sep-01 00:00:00,76985679872,60618648,2750034.25
5,2023-Oct-01 00:00:00,77907255296,61344296,2795997.75
5,2023-Nov-01 00:00:00,78853242880,62089168,2843785
5,2023-Dec-01 00:00:00,79762702336,62805284,2890351.75
5,2024-Jan-01 00:00:00,80696492032,63540544,2938813.25
5,2024-Feb-01 00:00:00,81624383488,64271168,2987630
5,2024-Mar-01 00:00:00,82487304192,64950632,3033615.75
5,2024-Apr-01 00:00:00,83404554240,65672876,3083110
5,2024-May-01 00:00:00,84287545344,66368148,3131281.25
5,2024-Jun-01 00:00:00,85195735040,67083256,3181306.75
5,2024-Jul-01 00:00:00,86070640640,67772152,3230001.25
5,2024-Aug-01 00:00:00,86970695680,68480864,3280633.25
5,2024-Sep-01 00:00:00,87866736640,69186408,3331619.5
5,2024-Oct-01 00:00:00,88730222592,69866320,3381312.5
5,2024-Nov-01 00:00:00,89618972672,70566120,3433028.5
5,2024-Dec-01 00:00:00,90475880448,71240848,3483438.5
5,2025-Jan-01 00:00:00,91358175232,71935576,3535940.75
5,2025-Feb-01 00:00:00,92237324288,72627816,3588878.75
5,2025-Mar-01 00:00:00,93028777984,73251008,3637069
5,2025-Apr-01 00:00:00,93901987840,73938576,3690887.25
5,2025-May-01 00:00:00,94744027136,74601600,3743441.75
5,2025-Jun-01 00:00:00,95611109376,75284336,3798235.5
5,2025-Jul-01 00:00:00,96447406080,75942840,3851725
5,2025-Aug-01 00:00:00,97308860416,76621160,3907458.75
5,2025-Sep-01 00:00:00,98167726080,77297424,3963649
5,2025-Oct-01 00:00:00,98996477952,77949984,4018466.5
5,2025-Nov-01 00:00:00,99850436608,78622392,4075570.75
6,2019-Apr-01 00:00:00,0,0,0
6,2019-May-01 00:00:00,3500016896,2755918.75,91134.09375
6,2019-Jun-01 00:00:00,6994868224,5507770,182557.8906
6,2019-Jul-01 00:00:00,10260158464,8078865,270216.6563
6,2019-Aug-01 00:00:00,13538366464,10660130,360618.3438
6,2019-Sep-01 00:00:00,16734692352,13176923,451732.0625
6,2019-Oct-01 00:00:00,19731619840,15536709,539474
6,2019-Nov-01 00:00:00,22692345856,17867988,628729.3125
6,2019-Dec-01 00:00:00,25452998656,20041732,713318.8125
6,2020-Jan-01 00:00:00,28219019264,22219702,798675.25
6,2020-Feb-01 00:00:00,30899056640,24329966,882183.5
6,2020-Mar-01 00:00:00,33311860736,26229812,958485.4375
6,2020-Apr-01 00:00:00,35796996096,28186612,1038304.563
6,2020-May-01 00:00:00,38118735872,30014754,1114104.875
6,2020-Jun-01 00:00:00,40443850752,31845552,1190762.375
6,2020-Jul-01 00:00:00,42630471680,33567300,1263583.125
6,2020-Aug-01 00:00:00,44831748096,35300588,1337735.875
6,2020-Sep-01 00:00:00,46980067328,36992180,1410907.75
6,2020-Oct-01 00:00:00,49013481472,38593292,1480877.5
6,2020-Nov-01 00:00:00,51072163840,40214304,1552447
6,2020-Dec-01 00:00:00,53026656256,41753276,1621106.375
6,2021-Jan-01 00:00:00,55010164736,43315088,1691626.375
6,2021-Feb-01 00:00:00,56959569920,44850056,1761882.5
6,2021-Mar-01 00:00:00,58693836800,46215616,1825035.375
6,2021-Apr-01 00:00:00,60585455616,47705080,1894766.625
6,2021-May-01 00:00:00,62389587968,49125660,1962209.75
